,AmgR,ArcZ,C0664,ChiX,CsrB,CsrC,CyaR,DapZ,DsrA,FnrS,GcvB,GlmY,GlmZ,InvR,IsrA,IsrB‑1,IsrB‑2,IsrC,IsrD,IsrF,IsrG,IsrH_1_2,IsrI,IsrJ,IsrK,IsrL,IsrM,IsrN,IsrO,IsrP,IsrQ,IstR‑1_2,MgrR,MicA,MicC,MicF,OmrA,OmrB,OxyS,RprA,RseX,RybA,RybB,RybD,RydB,RydC,RyeC,RyeF,RyfA,RygC,RygD,RyhB‑1,RyhB‑2,RyjB,SdsR,SgrS,Spf,SraA,SraB,SraC,SraF,SraG,SraL,sRNA1,sRNA10,sRNA12,sRNA3,sRNA9,SroA,SroC,SroG,SsrS,STnc070,STnc1010,STnc1030,STnc1040,STnc1060,STnc1080,STnc1090,STnc1110,STnc1130,STnc1150,STnc1160,STnc1170,STnc1180,STnc1200,STnc1210,STnc1220,STnc1270,STnc1280,STnc1290,STnc1300,STnc1310,STnc1320,STnc1330,STnc1340,STnc1380,STnc1390,STnc1400,STnc1410,STnc1420,STnc1430,STnc1460,STnc1470,STnc1480,STnc150,STnc1500,STnc1510,STnc1530,STnc1540,STnc1550,STnc1560,STnc1590,STnc1600,STnc1640,STnc1650,STnc1660,STnc1670,STnc1690,STnc1700,STnc1710,STnc1740,STnc1760,STnc1820,STnc1830,STnc1860,STnc1870,STnc1880,STnc1890,STnc1920,STnc1990,STnc200,STnc2010,STnc2030,STnc2040,STnc2050,STnc2070,STnc2080,STnc2090,STnc2100,STnc2110,STnc2130,STnc2160,STnc2170,STnc2180,STnc290,STnc3000,STnc3010,STnc3020,STnc3030,STnc3040,STnc3050,STnc3060,STnc3070,STnc3080,STnc3090,STnc310,STnc3100,STnc3110,STnc3120,STnc3130,STnc3140,STnc3150,STnc3160,STnc3170,STnc3180,STnc3200,STnc3210,STnc3220,STnc3230,STnc3240,STnc3250,STnc3270,STnc3280,STnc3290,STnc3300,STnc3310,STnc3330,STnc3340,STnc3350,STnc3390,STnc340,STnc3400,STnc3410,STnc3420,STnc3430,STnc3440,STnc3460,STnc3480,STnc3490,STnc350,STnc3500,STnc3510,STnc3530,STnc3540,STnc3550,STnc3570,STnc3580,STnc3600,STnc3610,STnc3620,STnc3630,STnc3640,STnc3680,STnc3700,STnc3720,STnc3730,STnc3740,STnc3750,STnc3760,STnc3770,STnc3790,STnc380,STnc3800,STnc3830,STnc3850,STnc3860,STnc3870,STnc3880,STnc3890,STnc3920,STnc3950,STnc3960,STnc3970,STnc3990,STnc400,STnc4000,STnc4010,STnc4020,STnc4040,STnc4070,STnc4080,STnc4100,STnc4110,STnc4120,STnc4130,STnc4140,STnc4150,STnc4160,STnc4170,STnc4180,STnc4190,STnc4200,STnc4210,STnc4220,STnc4230,STnc4240,STnc4250,STnc4260,STnc440,STnc470,STnc480,STnc490,STnc500,STnc520,STnc540,STnc630,STnc700,STnc710,STnc740,STnc750,STnc760,STnc770,STnc780,STnc790,STnc800,STnc810,STnc840,STnc850,STnc870,STnc880,STnc890,STnc920,STnc930,STnc950,STnc980,t44,tp2,tpke11,tpke70
CP006575,99,100,96,100,100,100,100,100,99,99,100,99,100,100,86,NA,NA,100,98,NA,99,97,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,96,100,100,96,100,99,95,98,98,98,100,100,99,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,NA,98,98,NA,100,98,100,100,99,99,NA,NA,NA,NA,100,99,100,92,NA,NA,100,97,99,99,NA,NA,99,98,97,99,99,100,100,98,100,99,99,100,100,100,99,100,NA,98,99,100,96,99,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,97,100,100,100,98,100,100,97,100,95,98,97,99,98,96,98,98,NA,100,100,100,99,95,98,99,100,99,100,NA,100,100,100,97,100,93,97,100,97,99,97,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,89,99,100,NA,99,98,100,98,98,99,97,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,99,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
CP006602,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,99,98,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,99,99,100,100,100,99,100,100,99,100,100,100,100,100,100,100,100,100,93,NA,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100
CP006608,98,93,80,97,96,97,99,86,98,98,98,98,98,95,NA,99,99,NA,NA,NA,NA,NA,72,97,NA,96,NA,NA,83,NA,66,95,99,99,97,98,100,95,97,99,84,88,97,94,96,89,96,95,NA,NA,NA,85,87,96,97,94,99,98,94,85,95,89,100,91,95,90,94,93,92,94,99,99,NA,76,NA,96,NA,NA,83,93,NA,NA,NA,82,97,NA,98,NA,95,NA,65,NA,NA,NA,92,98,NA,97,NA,78,75,NA,89,NA,69,92,87,NA,NA,93,79,86,NA,85,84,99,98,96,75,NA,NA,NA,82,80,80,88,NA,90,NA,NA,77,86,91,100,95,NA,NA,NA,96,92,93,94,NA,84,100,NA,98,76,93,NA,93,NA,NA,91,90,NA,81,87,80,97,79,75,NA,77,NA,NA,NA,87,56,73,73,92,NA,NA,95,76,84,84,95,84,84,83,NA,80,NA,85,87,86,87,NA,88,NA,92,97,92,77,89,78,NA,76,74,NA,NA,NA,92,86,87,85,77,NA,NA,92,NA,NA,89,88,94,80,NA,NA,NA,NA,82,100,NA,NA,78,95,81,93,NA,93,NA,NA,83,NA,NA,76,NA,NA,75,91,NA,79,91,82,92,NA,80,97,88,NA,100,NA,94,90,96,98,NA,NA,NA,85,75,NA,65,97,92,100,99,100,99,87,NA,97,NA,92,89,95,99,95
CP006631,99,100,98,100,100,100,100,100,99,99,100,99,100,100,95,100,100,100,100,NA,99,97,100,100,100,98,NA,NA,98,99,98,100,100,99,99,100,100,100,100,99,98,100,99,100,99,98,100,100,98,100,99,98,98,100,100,100,99,100,100,93,100,100,100,100,100,99,99,100,100,99,100,100,100,100,100,100,100,100,99,99,99,98,100,100,99,100,100,99,100,NA,62,NA,NA,99,98,100,100,92,NA,100,99,100,100,76,57,100,99,94,100,99,99,99,98,100,100,99,100,100,99,100,100,NA,98,100,100,96,93,100,100,100,99,100,99,100,100,NA,100,99,100,98,96,98,NA,100,100,100,100,99,100,98,100,99,100,100,97,98,97,100,97,84,100,99,100,99,NA,100,100,100,100,93,98,99,100,100,100,NA,99,100,100,97,100,94,97,100,98,99,99,100,97,99,99,99,100,99,98,97,100,100,99,100,99,100,100,100,100,100,99,97,99,100,100,97,91,NA,100,100,100,98,94,99,97,99,98,100,98,NA,97,100,100,100,100,99,97,95,100,NA,100,97,98,99,98,100,100,100,100,100,100,100,100,100,99,98,NA,100,100,99,100,99,100,NA,99,100,100,NA,98,100,100,100,96,100,100,95,100,100,100,98,100,100,100,99
CP006692,93,93,80,97,96,97,100,86,98,98,98,98,98,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,81,NA,66,94,99,99,96,98,100,95,97,98,84,89,97,94,97,89,94,95,NA,NA,NA,85,87,96,97,94,99,98,94,85,95,90,99,91,95,91,94,93,92,94,99,98,NA,76,NA,100,NA,NA,82,93,NA,NA,NA,81,97,NA,98,NA,94,NA,NA,NA,NA,NA,92,98,NA,NA,NA,79,78,NA,89,NA,68,93,87,NA,NA,93,80,87,71,85,84,99,97,96,79,NA,NA,NA,81,80,80,88,NA,91,NA,NA,77,87,92,100,95,NA,NA,NA,96,94,93,94,NA,84,100,NA,98,76,91,NA,94,NA,NA,91,92,NA,81,87,81,96,79,76,NA,77,NA,NA,NA,87,56,73,84,90,NA,NA,95,73,84,88,95,83,82,82,NA,81,NA,86,84,86,88,NA,88,NA,93,97,89,77,88,78,NA,76,74,NA,NA,NA,92,86,88,85,75,NA,NA,93,NA,NA,89,88,94,80,NA,NA,NA,NA,100,100,NA,NA,81,87,80,93,NA,94,NA,NA,83,NA,NA,78,NA,85,75,92,NA,79,91,82,91,95,82,97,88,NA,100,NA,95,90,94,98,NA,NA,NA,85,76,NA,65,98,92,100,99,100,97,86,NA,97,88,92,89,95,99,95
CP006693,91,95,90,100,96,97,98,100,99,99,99,97,99,95,NA,NA,NA,NA,92,NA,NA,83,NA,97,NA,96,NA,NA,88,NA,81,94,100,95,100,97,99,95,99,96,87,98,99,94,96,95,93,95,97,72,91,89,91,NA,98,95,99,100,94,88,96,90,92,94,100,96,92,93,96,96,99,98,93,96,NA,NA,NA,90,96,91,NA,NA,NA,85,98,81,100,82,96,NA,63,NA,NA,NA,94,98,89,NA,NA,79,88,98,NA,NA,79,80,89,NA,99,97,84,95,NA,96,91,91,100,99,88,NA,81,NA,86,64,NA,76,NA,93,NA,NA,84,96,94,100,97,NA,99,NA,98,94,94,96,NA,NA,100,90,98,89,98,83,91,NA,NA,93,88,NA,84,92,83,94,82,83,84,90,NA,70,NA,92,59,91,70,85,NA,NA,95,86,89,84,98,83,92,NA,NA,88,80,90,82,92,93,NA,90,86,85,95,90,95,96,85,NA,88,82,NA,NA,NA,96,99,96,NA,87,NA,NA,91,NA,NA,95,91,98,81,86,NA,NA,NA,89,100,68,NA,92,91,91,NA,NA,98,NA,98,98,NA,NA,81,NA,87,74,92,NA,86,95,85,94,95,NA,100,90,NA,NA,99,98,84,96,98,100,NA,NA,81,92,100,87,66,94,99,96,100,95,91,98,97,96,92,95,96,99,95
CP006876,98,100,97,100,100,100,100,100,99,100,100,99,100,100,86,NA,NA,98,100,NA,NA,98,NA,NA,NA,99,NA,99,100,98,98,100,100,99,99,100,100,100,100,99,100,100,100,100,100,100,100,100,96,97,99,95,100,100,100,100,99,100,100,90,99,100,100,100,100,100,100,98,100,99,100,100,100,100,99,100,95,NA,99,99,99,97,NA,100,99,NA,100,97,100,NA,NA,NA,NA,98,100,100,92,NA,NA,98,98,98,100,NA,57,92,98,86,99,97,99,99,96,96,100,99,100,99,100,99,NA,99,98,71,100,98,93,99,100,NA,99,100,100,100,100,98,94,NA,100,100,98,99,100,100,100,100,100,96,100,95,100,99,NA,100,97,98,98,99,97,84,95,97,98,99,NA,92,96,99,99,93,100,99,97,100,100,NA,100,100,100,99,100,100,97,100,99,100,100,97,97,93,100,99,99,100,98,96,99,94,97,97,98,100,NA,97,99,100,99,97,97,97,NA,99,99,NA,100,98,98,78,94,98,98,98,96,100,98,NA,98,95,97,99,98,98,99,95,85,NA,99,98,98,95,74,100,NA,92,100,100,100,100,100,100,98,98,NA,NA,100,99,100,100,95,99,99,100,100,99,98,99,100,100,97,100,100,98,100,100,100,99,100,99,100,99
CP007175,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,99,100,100,96,100,99,95,98,98,99,100,100,100,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,99,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,95,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
CP007211,99,100,98,99,100,100,100,100,99,100,100,99,100,100,87,NA,NA,100,100,99,99,97,NA,NA,NA,100,NA,NA,98,99,98,100,100,100,99,100,100,100,99,99,99,100,100,100,100,100,100,99,99,99,99,96,98,100,100,100,99,100,100,94,99,99,100,100,100,100,100,100,100,98,100,100,100,81,100,100,100,NA,100,99,99,99,NA,100,99,100,100,100,100,NA,62,NA,NA,98,100,100,84,NA,NA,100,99,96,99,97,67,100,98,99,100,99,99,100,98,100,100,99,100,100,99,98,99,NA,97,99,100,98,NA,100,100,NA,99,100,100,100,100,100,100,NA,100,100,96,99,NA,100,100,100,100,96,100,100,100,99,NA,100,97,98,100,100,96,99,94,98,100,98,98,99,NA,100,99,93,99,98,100,100,100,NA,99,99,97,96,100,96,95,100,97,100,100,100,98,99,99,99,100,99,98,97,100,100,98,99,100,100,98,99,99,100,100,97,99,100,NA,100,92,NA,100,99,99,98,98,98,98,99,97,100,99,NA,100,97,100,98,100,98,100,95,98,100,100,97,99,99,100,100,NA,100,100,98,100,100,96,100,99,98,NA,100,100,99,99,100,88,NA,99,99,100,99,98,98,100,100,100,100,100,95,100,100,100,98,100,100,100,99
CP007216,99,100,97,100,100,100,100,100,99,100,100,99,100,100,100,NA,NA,100,100,NA,99,98,100,100,NA,99,NA,NA,100,100,96,100,100,99,100,100,100,100,100,99,97,100,100,99,100,100,100,99,99,99,100,98,98,100,100,99,99,100,99,100,100,100,100,100,100,99,99,100,98,99,100,100,100,100,100,100,95,NA,100,99,99,99,NA,96,99,100,100,100,100,NA,NA,NA,NA,98,100,100,NA,NA,NA,100,99,96,100,NA,57,96,98,99,100,99,100,100,99,100,100,99,100,100,99,98,100,NA,97,99,100,96,93,100,100,NA,99,100,99,100,100,100,100,100,100,100,96,99,NA,100,100,100,100,100,100,98,100,99,100,100,99,98,98,99,97,84,98,100,100,98,99,99,100,99,98,94,100,98,100,99,100,99,100,100,100,97,100,94,95,100,98,99,99,98,99,99,99,100,100,99,98,97,100,100,100,97,100,100,73,99,100,100,100,95,97,100,NA,100,97,NA,99,98,100,99,94,98,98,99,97,100,99,NA,100,95,100,98,100,98,100,94,98,NA,100,97,99,97,100,100,99,93,98,100,100,99,96,100,99,98,NA,100,100,100,100,100,88,99,99,100,99,100,98,99,100,100,100,100,100,95,100,100,100,99,100,99,100,100
CP007222,98,100,96,100,100,100,100,100,99,100,100,99,100,100,NA,NA,NA,NA,98,NA,NA,97,NA,97,100,99,NA,NA,98,99,97,100,100,100,99,100,100,100,99,99,98,100,100,100,100,100,100,99,100,100,99,94,100,100,99,99,99,100,100,98,99,100,100,100,99,100,99,100,100,97,100,100,98,81,100,100,100,NA,99,99,99,99,100,99,99,100,100,97,100,NA,NA,NA,NA,NA,99,100,91,92,NA,98,98,98,99,80,57,92,99,NA,100,99,99,97,71,97,100,99,100,99,100,97,100,NA,98,97,100,96,98,99,100,NA,99,99,100,100,100,98,100,NA,100,98,98,99,NA,100,100,100,100,97,100,96,100,98,NA,95,99,98,97,99,97,99,95,98,99,99,98,93,96,100,100,98,98,100,NA,93,99,NA,98,98,100,99,100,91,97,99,97,99,100,97,97,98,100,99,99,99,99,97,99,96,NA,98,99,95,84,NA,98,99,98,99,96,95,NA,99,82,NA,100,98,100,99,92,95,95,NA,98,100,99,100,99,95,98,98,NA,100,NA,97,84,NA,96,98,99,93,99,98,100,97,100,99,100,100,99,100,99,NA,100,100,98,96,100,100,95,NA,NA,99,100,NA,97,98,100,100,100,100,100,97,100,99,100,100,100,99,100,100
CP007235,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,72,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,99,99,100,NA,100,99,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100
CP007245,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,99,100,100,96,100,99,95,98,98,99,100,100,100,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,99,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,95,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
CP007246,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,99,100,100,96,100,99,95,98,98,99,100,100,100,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,99,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,95,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
CP007247,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,99,100,100,96,100,99,95,98,98,99,100,100,100,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,99,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,95,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
CP007248,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,99,100,100,96,100,99,95,98,98,99,100,100,100,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,99,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,95,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
CP007249,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,99,100,100,96,100,99,95,98,98,99,100,100,100,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,99,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,95,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
CP007250,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,99,100,100,96,100,99,95,98,98,99,100,100,100,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,99,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,95,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
CP007251,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,96,96,100,99,97,100,100,99,100,100,96,100,99,95,98,96,99,100,100,100,99,100,100,92,100,100,99,100,100,99,98,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,97,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,97,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,92,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,99,99,98,100,100,100,100,100,98,100,98,94,99,100,99,100,99
CP007252,99,100,96,100,100,100,100,100,99,99,100,99,100,100,85,NA,NA,100,98,98,99,98,NA,NA,NA,100,NA,100,100,100,99,100,100,100,100,100,100,100,100,99,97,100,100,99,100,100,96,100,99,95,98,98,99,100,100,100,99,100,100,92,100,100,99,100,100,99,99,100,100,99,100,100,100,100,100,100,95,NA,100,99,99,98,NA,100,99,100,100,99,100,NA,NA,NA,NA,100,100,100,92,NA,NA,100,97,99,99,NA,NA,99,98,99,99,99,99,100,98,100,100,99,100,100,100,99,100,NA,98,99,100,96,98,100,100,NA,100,100,99,100,98,100,100,NA,99,98,98,100,NA,100,100,100,100,96,100,100,100,98,100,100,97,100,95,97,97,99,98,96,98,98,NA,100,100,100,99,95,98,97,100,99,100,NA,100,100,100,98,100,93,97,100,98,99,98,99,98,100,99,99,100,99,100,97,100,99,98,99,100,100,96,100,100,100,100,95,97,98,NA,99,100,NA,99,98,100,98,98,99,98,NA,96,100,98,NA,100,100,98,98,100,95,NA,94,97,NA,NA,97,100,100,100,100,NA,100,99,99,100,99,100,100,99,98,100,100,99,99,100,100,98,NA,99,100,100,100,99,98,100,100,100,100,100,98,100,100,100,99,100,99,100,99
